animal_id	animal_type	animal_breed	month	year	census_tract	council_district	intake_type	intake_date	outcome_type	outcome_date	chip_status	animal_origin
184	DOG	GREAT PYRENEES	JUL	2017	NA	NA	LOST REPORT	7/6/2017	LOST REPORT	7/17/2017	UNABLE TO SCAN	OVER THE COUNTER
185	CAT	DOMESTIC SH	JUL	2017	12601	9	STRAY	7/24/2017	EUTHANIZED	7/24/2017	SCAN NO CHIP	OVER THE COUNTER
186	DOG	PIT BULL	DEC	2016	20200	8	STRAY	12/26/2016	EUTHANIZED	1/5/2017	SCAN NO CHIP	FIELD
187	DOG	PIT BULL	MAY	2017	2500	2	CONFISCATED	5/16/2017	RETURNED TO OWNER	5/26/2017	UNABLE TO SCAN	FIELD
188	DOG	CHIHUAHUA SH	MAR	2017	9202	5	STRAY	3/27/2017	RETURNED TO OWNER	3/27/2017	SCAN CHIP	FIELD
189	DOG	GERM SHEPHERD	JAN	2017	12500	9	CONFISCATED	1/22/2017	RETURNED TO OWNER	2/1/2017	SCAN CHIP	FIELD
190	CAT	DOMESTIC MH	APR	2017	4500	1	OWNER SURRENDER	4/3/2017	TRANSFER	4/3/2017	SCAN NO CHIP	OVER THE COUNTER
191	CAT	DOMESTIC SH	NOV	2016	10000	6	FOSTER	11/17/2016	TRANSFER	11/17/2016	SCAN NO CHIP	OVER THE COUNTER
192	DOG	CHIHUAHUA SH	JUL	2017	10500	6	STRAY	7/29/2017	ADOPTION	8/9/2017	SCAN NO CHIP	SWEEP
193	DOG	CHIHUAHUA SH	NOV	2016	10701	6	OWNER SURRENDER	11/14/2016	ADOPTION	11/18/2016	SCAN NO CHIP	OVER THE COUNTER
194	CAT	DOMESTIC SH	MAY	2017	11103	3	STRAY	5/15/2017	TRANSFER	5/21/2017	SCAN NO CHIP	OVER THE COUNTER
195	DOG	CHIHUAHUA SH	OCT	2016	16521	3	OWNER SURRENDER	10/24/2016	ADOPTION	10/26/2016	SCAN NO CHIP	OVER THE COUNTER
196	DOG	GOLDEN RETR	OCT	2016	6800	1	OWNER SURRENDER	10/23/2016	EUTHANIZED	10/23/2016	SCAN NO CHIP	OVER THE COUNTER
197	CAT	DOMESTIC SH	AUG	2017	11105	8	OWNER SURRENDER	8/3/2017	TRANSFER	8/16/2017	SCAN NO CHIP	OVER THE COUNTER
198	DOG	CHINESE SHARPEI	AUG	2017	11900	5	STRAY	8/29/2017	TRANSFER	9/11/2017	SCAN NO CHIP	FIELD
199	DOG	COLLIE SMOOTH	DEC	2016	5700	4	STRAY	12/11/2016	ADOPTION	12/21/2016	SCAN NO CHIP	FIELD
200	DOG	BLACK MOUTH CUR	FEB	2017	5100	1	STRAY	2/23/2017	EUTHANIZED	2/26/2017	SCAN CHIP	FIELD
201	DOG	PIT BULL	MAY	2017	11001	3	OWNER SURRENDER	5/10/2017	EUTHANIZED	5/10/2017	SCAN NO CHIP	OVER THE COUNTER
202	DOG	GOLDEN RETR	AUG	2017	75223	23	FOUND REPORT	8/5/2017	FOUND REPORT	8/16/2017	UNABLE TO SCAN	OVER THE COUNTER
203	DOG	LABRADOR RETR	FEB	2017	NA	NA	FOUND REPORT	2/6/2017	FOUND REPORT	2/18/2017	UNABLE TO SCAN	OVER THE COUNTER
204	DOG	MALTESE	APR	2017	19035	10	CONFISCATED	4/28/2017	RETURNED TO OWNER	5/9/2017	SCAN CHIP	FIELD
205	DOG	MALTESE	OCT	2016	11002	4	OWNER SURRENDER	10/2/2016	ADOPTION	10/8/2016	SCAN NO CHIP	OVER THE COUNTER
206	DOG	PEKINGESE	FEB	2017	10703	3	STRAY	2/7/2017	RETURNED TO OWNER	2/8/2017	SCAN NO CHIP	OVER THE COUNTER
207	WILDLIFE	RABBIT SH	OCT	2016	13500	13	STRAY	10/20/2016	EUTHANIZED	10/27/2016	UNABLE TO SCAN	OVER THE COUNTER
208	DOG	CHIHUAHUA SH	OCT	2016	11701	5	STRAY	10/22/2016	RETURNED TO OWNER	10/24/2016	SCAN NO CHIP	FIELD
209	DOG	SHIH TZU	AUG	2017	9000	5	STRAY	8/2/2017	ADOPTION	8/7/2017	SCAN NO CHIP	OVER THE COUNTER
210	DOG	CHIHUAHUA SH	AUG	2017	7201	6	STRAY	8/31/2017	ADOPTION	9/5/2017	SCAN NO CHIP	FIELD
211	DOG	GERM SHEPHERD	JUL	2017	2701	7	OWNER SURRENDER	7/7/2017	EUTHANIZED	7/7/2017	SCAN NO CHIP	SWEEP
212	WILDLIFE	OPOSSUM	MAR	2017	10000	6	WILDLIFE	3/9/2017	EUTHANIZED	3/9/2017	SCAN NO CHIP	FIELD
213	DOG	SC WHEAT TERR	DEC	2016	20500	6	STRAY	12/21/2016	TRANSFER	12/28/2016	SCAN NO CHIP	OVER THE COUNTER
214	DOG	GERM SHEPHERD	SEP	2017	2701	7	STRAY	9/27/2017	OTHER	NA	SCAN NO CHIP	FIELD
215	DOG	BOXER	OCT	2016	11800	5	STRAY	10/7/2016	TRANSFER	11/2/2016	SCAN NO CHIP	FIELD
216	DOG	GERM SHEPHERD	JUN	2017	9000	5	STRAY	6/16/2017	RETURNED TO OWNER	6/16/2017	SCAN NO CHIP	SWEEP
217	CAT	DOMESTIC SH	JUN	2017	20500	6	FOSTER	6/10/2017	EUTHANIZED	6/10/2017	SCAN NO CHIP	OVER THE COUNTER
218	DOG	SHIH TZU	FEB	2017	20500	6	STRAY	2/7/2017	TRANSFER	2/18/2017	SCAN NO CHIP	OVER THE COUNTER
219	CAT	DOMESTIC SH	NOV	2016	13004	10	STRAY	11/6/2016	ADOPTION	11/10/2016	SCAN NO CHIP	FIELD
220	DOG	CHIHUAHUA SH	APR	2017	10601	6	STRAY	4/19/2017	TRANSFER	5/10/2017	SCAN NO CHIP	SWEEP
221	DOG	LABRADOR RETR	JAN	2017	8900	4	STRAY	1/30/2017	TRANSFER	2/9/2017	SCAN NO CHIP	SWEEP
222	DOG	ALASKAN HUSKY	MAY	2017	12207	7	STRAY	5/15/2017	RETURNED TO OWNER	5/24/2017	SCAN CHIP	FIELD
223	DOG	AMERICAN STAFF	NOV	2016	21616	12	OWNER SURRENDER	11/4/2016	TRANSFER	11/16/2016	SCAN NO CHIP	OVER THE COUNTER
224	CAT	DOMESTIC SH	SEP	2017	5500	4	OWNER SURRENDER	9/14/2017	ADOPTION	9/16/2017	SCAN NO CHIP	OVER THE COUNTER
225	DOG	GERM SHEPHERD	AUG	2017	9303	5	STRAY	8/20/2017	EUTHANIZED	8/31/2017	SCAN NO CHIP	SWEEP
226	DOG	RAT TERRIER	DEC	2016	5000	1	STRAY	12/22/2016	ADOPTION	12/27/2016	SCAN NO CHIP	OVER THE COUNTER
227	DOG	SCHNAUZER MIN	JUN	2017	6301	4	STRAY	6/27/2017	RETURNED TO OWNER	6/27/2017	SCAN NO CHIP	SWEEP
228	DOG	PIT BULL	MAR	2017	8500	5	STRAY	3/5/2017	EUTHANIZED	3/5/2017	SCAN NO CHIP	OVER THE COUNTER
229	CAT	DOMESTIC MH	MAY	2017	17004	8	STRAY	5/7/2017	ADOPTION	5/16/2017	SCAN NO CHIP	OVER THE COUNTER
230	DOG	PIT BULL	MAR	2017	16511	3	STRAY	3/6/2017	DEAD ON ARRIVAL	3/13/2017	SCAN NO CHIP	FIELD
231	DOG	GERM SHEPHERD	APR	2017	11602	8	STRAY	4/13/2017	ADOPTION	4/17/2017	SCAN NO CHIP	FIELD
232	DOG	SHIH TZU	AUG	2017	10804	3	STRAY	8/16/2017	TRANSFER	8/26/2017	SCAN CHIP	FIELD
233	CAT	DOMESTIC SH	JUL	2017	11103	3	STRAY	7/19/2017	EUTHANIZED	7/22/2017	UNABLE TO SCAN	OVER THE COUNTER
234	DOG	MALTESE	AUG	2017	11601	8	STRAY	8/25/2017	ADOPTION	8/25/2017	SCAN CHIP	OVER THE COUNTER
235	DOG	CHIHUAHUA SH	NOV	2016	5500	4	OWNER SURRENDER	11/5/2016	EUTHANIZED	11/5/2016	SCAN CHIP	OVER THE COUNTER
236	DOG	LABRADOR RETR	OCT	2016	8802	4	OWNER SURRENDER	10/1/2016	TRANSFER	10/27/2016	SCAN CHIP	OVER THE COUNTER
237	DOG	PIT BULL	MAR	2017	9201	5	OWNER SURRENDER	3/25/2017	DIED	3/25/2017	SCAN NO CHIP	FIELD
238	DOG	TOY FOX TERRIER	OCT	2016	9103	5	STRAY	10/7/2016	ADOPTION	10/12/2016	SCAN NO CHIP	FIELD
239	CAT	DOMESTIC SH	JUL	2017	9804	6	STRAY	7/17/2017	ADOPTION	8/2/2017	SCAN NO CHIP	OVER THE COUNTER
240	DOG	AMERICAN STAFF	JUL	2017	11101	8	STRAY	7/10/2017	ADOPTION	7/30/2017	SCAN NO CHIP	FIELD
241	DOG	GERM SHEPHERD	MAY	2017	5600	4	STRAY	5/28/2017	ADOPTION	6/6/2017	SCAN NO CHIP	FIELD
242	CAT	DOMESTIC SH	NOV	2016	20200	8	OWNER SURRENDER	11/25/2016	EUTHANIZED	11/25/2016	SCAN NO CHIP	OVER THE COUNTER
243	DOG	ENG BULLDOG	APR	2017	3800	7	STRAY	4/25/2017	RETURNED TO OWNER	4/25/2017	SCAN NO CHIP	FIELD
244	DOG	PIT BULL	JUN	2017	8704	3	STRAY	6/6/2017	ADOPTION	6/12/2017	SCAN NO CHIP	FIELD
245	DOG	GERM SHEPHERD	NOV	2016	12000	7	STRAY	11/13/2016	ADOPTION	11/27/2016	SCAN CHIP	FIELD
246	DOG	PIT BULL	MAR	2017	12500	9	CONFISCATED	3/15/2017	EUTHANIZED	3/26/2017	SCAN NO CHIP	FIELD
247	DOG	LABRADOR RETR	OCT	2016	5700	4	STRAY	10/14/2016	RETURNED TO OWNER	10/14/2016	SCAN NO CHIP	FIELD
248	DOG	YORKSHIRE TERR	JUL	2017	12000	7	STRAY	7/29/2017	TRANSFER	8/2/2017	SCAN NO CHIP	FIELD
249	DOG	COCKER SPAN	NOV	2016	10101	6	STRAY	11/7/2016	TRANSFER	11/11/2016	SCAN NO CHIP	FIELD
250	CAT	DOMESTIC SH	NOV	2016	11103	3	STRAY	11/11/2016	EUTHANIZED	11/11/2016	SCAN NO CHIP	OVER THE COUNTER
251	DOG	AMER BULLDOG	JAN	2017	6302	1	CONFISCATED	1/13/2017	RETURNED TO OWNER	1/24/2017	SCAN CHIP	FIELD
252	DOG	PIT BULL	FEB	2017	13610	11	STRAY	2/4/2017	TRANSFER	2/8/2017	SCAN NO CHIP	FIELD
253	DOG	BORDER COLLIE	JUL	2017	17102	8	STRAY	7/21/2017	ADOPTION	8/1/2017	SCAN CHIP	OVER THE COUNTER
254	DOG	CATAHOULA	NOV	2016	9202	5	CONFISCATED	11/8/2016	TRANSFER	11/22/2016	SCAN NO CHIP	FIELD
255	DOG	LABRADOR RETR	DEC	2016	13605	12	OWNER SURRENDER	12/9/2016	ADOPTION	12/10/2016	SCAN CHIP	OVER THE COUNTER
256	CAT	DOMESTIC SH	MAY	2017	20500	6	STRAY	5/30/2017	TRANSFER	6/3/2017	SCAN NO CHIP	OVER THE COUNTER
257	DOG	STAFFORDSHIRE	JUL	2017	11103	3	STRAY	7/1/2017	ADOPTION	7/7/2017	SCAN NO CHIP	FIELD
258	DOG	GERM SHEPHERD	MAY	2017	10701	6	CONFISCATED	5/8/2017	TRANSFER	5/26/2017	SCAN NO CHIP	FIELD
259	DOG	CHIHUAHUA SH	FEB	2017	10500	6	STRAY	2/1/2017	EUTHANIZED	2/25/2017	SCAN CHIP	OVER THE COUNTER
260	DOG	CHIHUAHUA LH	DEC	2016	12701	9	OWNER SURRENDER	12/20/2016	ADOPTION	12/22/2016	SCAN CHIP	OVER THE COUNTER
261	DOG	BORDER COLLIE	FEB	2017	9303	5	STRAY	2/16/2017	ADOPTION	2/21/2017	UNABLE TO SCAN	FIELD
262	DOG	GERM SHEPHERD	AUG	2017	10602	6	CONFISCATED	8/17/2017	RETURNED TO OWNER	8/29/2017	SCAN NO CHIP	FIELD
263	WILDLIFE	OPOSSUM	MAY	2017	19034	10	WILDLIFE	5/30/2017	WILDLIFE	5/30/2017	SCAN NO CHIP	FIELD
264	DOG	BORDER COLLIE	MAY	2017	11800	5	OWNER SURRENDER	5/27/2017	ADOPTION	6/3/2017	SCAN NO CHIP	OVER THE COUNTER
265	DOG	SIBERIAN HUSKY	AUG	2017	12800	9	STRAY	8/17/2017	ADOPTION	8/23/2017	SCAN NO CHIP	FIELD
266	DOG	GERM SHEPHERD	SEP	2017	7815	13	OWNER SURRENDER	9/28/2017	TRANSFER	10/5/2017	SCAN NO CHIP	OVER THE COUNTER
267	CAT	DOMESTIC SH	AUG	2017	8802	4	STRAY	8/7/2017	DIED	8/9/2017	SCAN NO CHIP	OVER THE COUNTER
268	DOG	LABRADOR RETR	NOV	2016	3902	7	STRAY	11/26/2016	TRANSFER	12/9/2016	SCAN NO CHIP	FIELD
269	CAT	DOMESTIC SH	APR	2017	9401	2	OWNER SURRENDER	4/25/2017	ADOPTION	4/29/2017	SCAN CHIP	OVER THE COUNTER
270	DOG	LABRADOR RETR	JUN	2017	12900	9	OWNER SURRENDER	6/6/2017	RETURNED TO OWNER	6/9/2017	SCAN CHIP	OVER THE COUNTER
271	DOG	ALASKAN HUSKY	JUL	2017	20500	6	OWNER SURRENDER	7/5/2017	ADOPTION	7/7/2017	SCAN CHIP	OVER THE COUNTER
272	DOG	POODLE MIN	NOV	2016	8400	7	STRAY	11/9/2016	RETURNED TO OWNER	11/11/2016	SCAN NO CHIP	SWEEP
273	DOG	AUST CATTLE DOG	APR	2017	12000	7	OWNER SURRENDER	4/9/2017	TRANSFER	4/14/2017	SCAN NO CHIP	OVER THE COUNTER
274	DOG	CHIHUAHUA SH	JUN	2017	6402	1	STRAY	6/28/2017	RETURNED TO OWNER	6/28/2017	SCAN NO CHIP	SWEEP
275	DOG	POODLE STND	SEP	2017	7102	2	STRAY	9/16/2017	RETURNED TO OWNER	9/16/2017	SCAN NO CHIP	SWEEP
276	CAT	DOMESTIC SH	JUN	2017	10804	3	STRAY	6/29/2017	TRANSFER	6/30/2017	SCAN NO CHIP	OVER THE COUNTER
277	CAT	DOMESTIC SH	DEC	2016	2100	14	STRAY	12/6/2016	EUTHANIZED	12/6/2016	SCAN NO CHIP	OVER THE COUNTER
278	DOG	PIT BULL	NOV	2016	11900	5	STRAY	11/13/2016	EUTHANIZED	11/13/2016	SCAN NO CHIP	FIELD
279	DOG	PIT BULL	DEC	2016	11401	8	OWNER SURRENDER	12/30/2016	EUTHANIZED	12/31/2016	SCAN NO CHIP	FIELD
280	DOG	SCOT TERRIER	AUG	2017	5300	1	STRAY	8/28/2017	TRANSFER	8/28/2017	SCAN NO CHIP	OVER THE COUNTER
281	CAT	DOMESTIC SH	DEC	2016	7804	10	STRAY	12/17/2016	ADOPTION	12/23/2016	SCAN NO CHIP	OVER THE COUNTER
282	DOG	GERM SHEPHERD	FEB	2017	10704	3	STRAY	2/20/2017	ADOPTION	2/24/2017	SCAN NO CHIP	OVER THE COUNTER
283	DOG	PIT BULL	JAN	2017	75204	4	LOST REPORT	1/9/2017	LOST REPORT	1/21/2017	UNABLE TO SCAN	OVER THE COUNTER
284	DOG	PIT BULL	NOV	2016	10000	6	CONFISCATED	11/21/2016	EUTHANIZED	11/29/2016	SCAN NO CHIP	FIELD
285	DOG	CHIHUAHUA LH	FEB	2017	10102	6	OWNER SURRENDER	2/15/2017	ADOPTION	2/19/2017	SCAN NO CHIP	FIELD
286	DOG	PIT BULL	OCT	2016	3400	7	STRAY	10/15/2016	EUTHANIZED	10/15/2016	SCAN NO CHIP	FIELD
287	WILDLIFE	RABBIT SH	JUL	2017	11500	7	STRAY	7/23/2017	ADOPTION	7/30/2017	SCAN NO CHIP	OVER THE COUNTER
288	DOG	ALASKAN HUSKY	JUL	2017	20500	6	OWNER SURRENDER	7/3/2017	ADOPTION	7/23/2017	SCAN CHIP	OVER THE COUNTER
289	DOG	CHIHUAHUA SH	JAN	2017	11800	5	STRAY	1/18/2017	ADOPTION	1/24/2017	SCAN NO CHIP	FIELD
290	DOG	LABRADOR RETR	JUL	2017	17004	8	STRAY	7/8/2017	EUTHANIZED	7/12/2017	SCAN NO CHIP	OVER THE COUNTER
291	DOG	PIT BULL	MAR	2017	4300	6	CONFISCATED	3/28/2017	ADOPTION	4/23/2017	SCAN NO CHIP	FIELD
292	CAT	DOMESTIC SH	FEB	2017	6700	3	STRAY	2/8/2017	ADOPTION	2/14/2017	UNABLE TO SCAN	OVER THE COUNTER
293	DOG	LABRADOR RETR	FEB	2017	5200	1	STRAY	2/15/2017	RETURNED TO OWNER	2/18/2017	SCAN CHIP	OVER THE COUNTER
294	DOG	PIT BULL	MAR	2017	10701	6	STRAY	3/16/2017	EUTHANIZED	3/28/2017	SCAN CHIP	FIELD
295	CAT	DOMESTIC SH	MAY	2017	17102	8	OWNER SURRENDER	5/3/2017	EUTHANIZED	5/4/2017	SCAN NO CHIP	FIELD
296	DOG	CHIHUAHUA SH	JUN	2017	11104	8	OWNER SURRENDER	6/9/2017	EUTHANIZED	6/12/2017	SCAN NO CHIP	OVER THE COUNTER
297	DOG	PIT BULL	NOV	2016	20500	6	OWNER SURRENDER	11/16/2016	DEAD ON ARRIVAL	11/16/2016	SCAN NO CHIP	OVER THE COUNTER
298	DOG	ROTTWEILER	OCT	2016	9803	6	OWNER SURRENDER	10/30/2016	EUTHANIZED	10/30/2016	SCAN NO CHIP	OVER THE COUNTER
299	DOG	CHIHUAHUA SH	OCT	2016	20500	6	FOSTER	10/3/2016	TRANSFER	10/3/2016	SCAN NO CHIP	OVER THE COUNTER
300	DOG	PIT BULL	MAR	2017	5000	1	OWNER SURRENDER	3/29/2017	ADOPTION	4/22/2017	SCAN NO CHIP	OVER THE COUNTER
301	DOG	LABRADOR RETR	SEP	2017	19035	10	STRAY	9/20/2017	RETURNED TO OWNER	9/20/2017	SCAN NO CHIP	FIELD
302	DOG	LABRADOR RETR	JAN	2017	11701	5	STRAY	1/20/2017	EUTHANIZED	1/25/2017	UNABLE TO SCAN	FIELD
303	DOG	LABRADOR RETR	AUG	2017	11701	5	OWNER SURRENDER	8/30/2017	ADOPTION	9/14/2017	SCAN NO CHIP	FIELD
304	DOG	PIT BULL	NOV	2016	12400	9	OWNER SURRENDER	11/14/2016	RETURNED TO OWNER	11/29/2016	SCAN NO CHIP	OVER THE COUNTER
305	DOG	CHIHUAHUA SH	JAN	2017	20500	6	OWNER SURRENDER	1/8/2017	ADOPTION	1/10/2017	SCAN CHIP	OVER THE COUNTER
306	DOG	RAT TERRIER	JUN	2017	6402	1	STRAY	6/8/2017	TRANSFER	6/18/2017	SCAN NO CHIP	OVER THE COUNTER
307	CAT	DOMESTIC SH	APR	2017	11200	3	STRAY	4/25/2017	TRANSFER	5/5/2017	UNABLE TO SCAN	FIELD
308	DOG	PIT BULL	JUN	2017	16511	3	STRAY	6/20/2017	EUTHANIZED	6/24/2017	UNABLE TO SCAN	FIELD
309	DOG	PIT BULL	JUL	2017	3700	7	CONFISCATED	7/24/2017	EUTHANIZED	8/7/2017	SCAN NO CHIP	FIELD
310	CAT	DOMESTIC SH	APR	2017	406	2	STRAY	4/14/2017	EUTHANIZED	4/16/2017	SCAN NO CHIP	OVER THE COUNTER
311	CAT	SIAMESE	DEC	2016	11001	3	OWNER SURRENDER	12/4/2016	ADOPTION	12/4/2016	SCAN NO CHIP	OVER THE COUNTER
312	DOG	GERM SHEPHERD	DEC	2016	10602	6	STRAY	12/12/2016	EUTHANIZED	12/16/2016	SCAN NO CHIP	SWEEP
313	DOG	ALASKAN HUSKY	NOV	2016	NA	NA	LOST REPORT	11/23/2016	LOST REPORT	12/6/2016	SCAN CHIP	OVER THE COUNTER
314	DOG	CHIHUAHUA SH	SEP	2017	3901	7	OWNER SURRENDER	9/9/2017	TRANSFER	9/14/2017	SCAN CHIP	OVER THE COUNTER
315	DOG	PIT BULL	OCT	2016	6501	3	STRAY	10/28/2016	EUTHANIZED	11/11/2016	SCAN CHIP	OVER THE COUNTER
316	DOG	SCHNAUZER MIN	DEC	2016	601	2	STRAY	12/27/2016	ADOPTION	1/2/2017	SCAN NO CHIP	FIELD
317	CAT	DOMESTIC LH	JUL	2017	201	14	CONFISCATED	7/29/2017	DEAD ON ARRIVAL	7/29/2017	UNABLE TO SCAN	FIELD
318	DOG	WELSH TERRIER	SEP	2017	7102	2	STRAY	9/13/2017	RETURNED TO OWNER	9/18/2017	SCAN NO CHIP	FIELD
319	DOG	LABRADOR RETR	APR	2017	7821	13	STRAY	4/19/2017	TRANSFER	5/10/2017	UNABLE TO SCAN	FIELD
320	DOG	GERM SHEPHERD	NOV	2016	9201	5	STRAY	11/6/2016	EUTHANIZED	11/6/2016	SCAN NO CHIP	OVER THE COUNTER
321	DOG	CHIHUAHUA SH	DEC	2016	13105	11	OWNER SURRENDER	12/19/2016	TRANSFER	12/22/2016	SCAN NO CHIP	OVER THE COUNTER
322	DOG	GERM SHEPHERD	SEP	2017	17004	8	STRAY	9/25/2017	RETURNED TO OWNER	9/25/2017	SCAN NO CHIP	SWEEP
323	DOG	PIT BULL	MAY	2017	11800	5	STRAY	5/3/2017	TRANSFER	5/20/2017	SCAN NO CHIP	FIELD
324	DOG	LABRADOR RETR	OCT	2016	7201	6	STRAY	10/26/2016	EUTHANIZED	10/30/2016	SCAN NO CHIP	FIELD
325	DOG	CHIHUAHUA SH	JAN	2017	6301	4	STRAY	1/1/2017	TRANSFER	1/17/2017	SCAN NO CHIP	FIELD
326	DOG	PIT BULL	SEP	2017	2400	2	OWNER SURRENDER	9/14/2017	ADOPTION	9/26/2017	SCAN NO CHIP	FIELD
327	WILDLIFE	OPOSSUM	APR	2017	16510	3	WILDLIFE	4/18/2017	EUTHANIZED	4/18/2017	UNABLE TO SCAN	FIELD
328	CAT	DOMESTIC SH	JAN	2017	31711	12	STRAY	1/5/2017	EUTHANIZED	1/5/2017	UNABLE TO SCAN	FIELD
329	CAT	DOMESTIC SH	JUN	2017	10701	6	STRAY	6/26/2017	EUTHANIZED	6/26/2017	SCAN NO CHIP	OVER THE COUNTER
330	CAT	DOMESTIC SH	APR	2017	11103	3	STRAY	4/22/2017	ADOPTION	4/30/2017	SCAN NO CHIP	FIELD
331	DOG	GERM SHEPHERD	MAR	2017	6002	4	STRAY	3/17/2017	TRANSFER	4/6/2017	SCAN NO CHIP	OVER THE COUNTER
332	DOG	GERM SHEPHERD	NOV	2016	11104	8	STRAY	11/26/2016	ADOPTION	11/30/2016	SCAN NO CHIP	OVER THE COUNTER
333	DOG	CHIHUAHUA SH	DEC	2016	8500	5	STRAY	12/12/2016	ADOPTION	12/19/2016	SCAN NO CHIP	OVER THE COUNTER
334	CAT	DOMESTIC MH	JUL	2017	6800	1	STRAY	7/1/2017	TRANSFER	7/6/2017	SCAN NO CHIP	OVER THE COUNTER
335	DOG	BELG MALINOIS	JUN	2017	5100	1	STRAY	6/28/2017	ADOPTION	7/6/2017	SCAN NO CHIP	OVER THE COUNTER
336	DOG	GREAT PYRENEES	DEC	2016	11702	5	OWNER SURRENDER	12/20/2016	EUTHANIZED	12/20/2016	SCAN NO CHIP	FIELD
337	DOG	PIT BULL	MAR	2017	20500	6	OWNER SURRENDER	3/26/2017	EUTHANIZED	4/10/2017	SCAN CHIP	OVER THE COUNTER
338	DOG	CHIHUAHUA LH	MAR	2017	10704	3	STRAY	3/27/2017	TRANSFER	3/31/2017	SCAN NO CHIP	FIELD
339	DOG	GERM SHEPHERD	MAR	2017	12000	7	STRAY	3/30/2017	RETURNED TO OWNER	3/30/2017	SCAN NO CHIP	SWEEP
340	DOG	AM PIT BULL TER	JUN	2017	10805	3	STRAY	6/12/2017	EUTHANIZED	6/12/2017	SCAN NO CHIP	OVER THE COUNTER
341	DOG	PIT BULL	JUL	2017	4600	1	STRAY	7/23/2017	ADOPTION	8/7/2017	SCAN NO CHIP	FIELD
342	DOG	REDBONE HOUND	FEB	2017	16701	8	STRAY	2/5/2017	ADOPTION	2/20/2017	SCAN CHIP	FIELD
343	DOG	BEAGLE	JUL	2017	8801	4	STRAY	7/10/2017	RETURNED TO OWNER	7/10/2017	SCAN NO CHIP	SWEEP
344	CAT	DOMESTIC SH	MAY	2017	6100	4	STRAY	5/14/2017	EUTHANIZED	5/14/2017	SCAN NO CHIP	FIELD
345	DOG	CHIHUAHUA SH	FEB	2017	21636	12	OWNER SURRENDER	2/19/2017	ADOPTION	2/26/2017	SCAN NO CHIP	OVER THE COUNTER
346	DOG	CHIHUAHUA SH	OCT	2016	10601	6	STRAY	10/12/2016	EUTHANIZED	10/16/2016	SCAN NO CHIP	SWEEP
347	DOG	CHIHUAHUA SH	JAN	2017	9202	5	STRAY	1/18/2017	TRANSFER	1/29/2017	SCAN NO CHIP	FIELD
348	DOG	CHIHUAHUA SH	MAR	2017	10500	6	OWNER SURRENDER	3/3/2017	ADOPTION	3/8/2017	SCAN NO CHIP	OVER THE COUNTER
349	DOG	ALASKAN HUSKY	MAR	2017	1900	14	OWNER SURRENDER	3/31/2017	TRANSFER	4/18/2017	SCAN NO CHIP	OVER THE COUNTER
350	DOG	BEAGLE	SEP	2017	8802	4	STRAY	9/13/2017	TRANSFER	9/24/2017	SCAN NO CHIP	SWEEP
351	DOG	SIBERIAN HUSKY	NOV	2016	9202	5	STRAY	11/2/2016	ADOPTION	11/6/2016	SCAN NO CHIP	SWEEP
352	DOG	POODLE MIN	SEP	2017	11200	8	STRAY	9/14/2017	TRANSFER	9/18/2017	SCAN NO CHIP	OVER THE COUNTER
353	DOG	SCHNAUZER MIN	FEB	2017	5100	1	OWNER SURRENDER	2/11/2017	TRANSFER	2/12/2017	SCAN NO CHIP	OVER THE COUNTER
354	DOG	GERM SHEPHERD	SEP	2017	980100	2	FOUND REPORT	9/15/2017	OTHER	NA	SCAN NO CHIP	OVER THE COUNTER
355	DOG	LABRADOR RETR	FEB	2017	20500	6	OWNER SURRENDER	2/18/2017	ADOPTION	2/19/2017	SCAN CHIP	OVER THE COUNTER
356	DOG	AMER FOXHOUND	JUL	2017	1101	14	CONFISCATED	7/12/2017	RETURNED TO OWNER	7/23/2017	SCAN CHIP	OVER THE COUNTER
357	CAT	DOMESTIC SH	OCT	2016	4500	1	OWNER SURRENDER	10/13/2016	EUTHANIZED	10/18/2016	SCAN CHIP	OVER THE COUNTER
358	DOG	LABRADOR RETR	DEC	2016	11701	5	OWNER SURRENDER	12/19/2016	ADOPTION	12/21/2016	SCAN NO CHIP	OVER THE COUNTER
359	DOG	YORKSHIRE TERR	OCT	2016	8704	4	STRAY	10/5/2016	TRANSFER	10/19/2016	SCAN NO CHIP	FIELD
360	CAT	DOMESTIC SH	AUG	2017	6200	4	STRAY	8/24/2017	TRANSFER	8/25/2017	SCAN NO CHIP	FIELD
361	DOG	BOXER	MAY	2017	8704	3	STRAY	5/4/2017	EUTHANIZED	5/17/2017	SCAN NO CHIP	FIELD
362	DOG	POMERANIAN	AUG	2017	10000	6	CONFISCATED	8/8/2017	RETURNED TO OWNER	8/15/2017	SCAN CHIP	OVER THE COUNTER
363	DOG	GERM WH POINT	JUL	2017	11900	5	OWNER SURRENDER	7/18/2017	EUTHANIZED	7/29/2017	SCAN CHIP	OVER THE COUNTER
364	DOG	PIT BULL	MAR	2017	20500	6	OWNER SURRENDER	3/4/2017	EUTHANIZED	3/11/2017	SCAN CHIP	OVER THE COUNTER
365	DOG	PIT BULL	AUG	2017	2702	7	STRAY	8/19/2017	TRANSFER	9/4/2017	SCAN NO CHIP	SWEEP
366	DOG	CHIHUAHUA SH	FEB	2017	2500	2	STRAY	2/17/2017	ADOPTION	2/25/2017	SCAN NO CHIP	SWEEP
